commit,mean_rank,frac_interpretability_tests_passed,status,model_name,description
aa085ea,11.74,0.6977,,DistilledShrinkTree_v9,"RF+GBM teacher-distilled tree with CV-tuned alpha, leaf count, and shrinkage — fully adaptive"
52a4849,14.77,0.3953,,DistilledTreeGAM,"Additive model: one depth-2 tree per feature, distilled from RF+GBM, cyclic fitting, per-feature tree output"
3445066,14.06,0.6744,,BaggedBestTree,Best-of-50-bagged tree with teacher scoring and CV-tuned hierarchical shrinkage
06c6f66,14.34,0.7209,,RecalDistillTree_v2,"Recalibrated distilled tree (alpha=0.3) — less distillation bias, recalibrated leaves, CV-tuned shrinkage"
2a7ba15,13.66,0.3953,,TreeGuidedLasso,"Lasso with tree-derived threshold indicator features, captures nonlinearity in linear equation format"
d8048ef,11.06,0.5581,,StumpGAM,"GBM depth-1 stumps aggregated into per-feature trees, additive with no interactions, tree-format display"
24c8278,19.78,0.6279,,ExactStumpGAM,Exact additive stump GAM: GBM stumps → per-feature trees for BOTH prediction and display (consistent)
09e13f9,17.48,0.3953,,ExactStumpGAM_v2,"Exact additive stump GAM v2: 200 stumps, depth-3 per-feature trees, consistent predict/display"
e98e6a6,9.11,0.6279,,MergedBoostTree,"Two boosted trees merged into single tree via distillation, CV-tuned hierarchical shrinkage"
917308c,9.05,0.5116,,ModelTree,"Model tree: shallow tree (8 leaves) with Ridge linear equations at each leaf, captures local trends"
d3b9955,10.11,0.5116,,DistilledModelTree,"Model tree with teacher distillation: 12 leaves, Ridge at leaves, stricter equation threshold"
bff52fe,10.37,0.4419,,ModelTree_v2,"Model tree v2: 15-leaf tree with Ridge linear equations at each leaf, captures local trends"
02a1632,11.15,0.6512,,MultiSeedDistillTree,"RF+GBM teacher-distilled tree with CV-tuned shrinkage, leaf count, AND random seed for better splits"
5f1fd4a,11.78,0.6744,,DepthAdaptShrinkTree,RF+GBM teacher-distilled tree with depth-adaptive shrinkage (deeper nodes shrunk more)
0db13db,11.80,0.7209,,AugDistillTree,RF+GBM teacher-distilled tree with noise-augmented training data for robust splits + CV-tuned shrinkage
23ea0b8,15.69,0.6047,,ExtraDistillTree,RF+GBM teacher-distilled tree with random splits (ExtraTree-style) + CV-tuned shrinkage
0fef68b,13.15,0.7209,,IterDistillTree,Two-round iterative distillation: round 1 tree feeds back into refined teacher for round 2
5578400,9.11,0.6977,,EnhancedHeaderTree,v3 distilled tree with enhanced header instructions for clearer LLM tree tracing
1dfa039,9.34,0.7442,,EnhancedRecalTree,Recalibrated distilled tree with enhanced header instructions for LLM tracing
deb2fd0,10.43,0.8140,,EnhancedRecalCompact,"Compact (6-12 leaves) recalibrated distilled tree with enhanced header, all 3 innovations combined"
440eef5,12.29,0.8605,,TinyRecalTree,"Ultra-compact (4-6 leaves) recalibrated distilled tree with enhanced header, max LLM readability"
90a0360,9.15,0.7209,,EnhancedHeader5Fold,v3 distilled tree with enhanced header + 5-fold CV for more robust parameter selection
8ba4c69,10.42,0.5581,,DecisionList,"Decision list: flat if-then-else chain from distilled tree, sequential top-to-bottom evaluation"
f2cee25,15.46,0.0000,,DistilledTreeGAMv2,"Distilled TreeGAM: RF+GBM teacher + imodels TreeGAM with 5-leaf per-feature trees, 100 boosting rounds, reg=1.0"
2e94729,9.00,0.6512,,RobustLinear,ElasticNetCV with feature standardization — sparse linear equation with L1+L2 regularization
a690692,9.00,0.6977,,EnhancedRobustLinear,ElasticNetCV with standardization + enhanced prediction instructions in equation display
45279e4,8.98,0.6977,,EnhancedRobustLinear_v2,ElasticNetCV with wider L1 range (0.01-0.99) + standardization + enhanced instructions
8a5c442,9.06,0.6279,,WinsorElasticNet,Winsorized ElasticNetCV: clip outliers at 1/99 pct + standardize + wide L1 search + enhanced instructions
8f94ae8,9.08,0.7442,,ElasticTree,ElasticNet feature selection + RF+GBM distilled tree on selected features + hierarchical shrinkage
cccaec3,10.26,0.8140,,ElasticCompactTree,All innovations combined: ElasticNet feature sel + compact distilled tree + recalibration + shrinkage + enhanced header
37ae18e,12.14,0.8372,,ElasticTinyTree,ElasticNet feature sel + ultra-compact (4-6 leaf) distilled tree + recalibration + shrinkage + enhanced header
a6b4479,13.29,0.4419,,LinearFoldedTree,"ElasticNet linear + residual tree folded into single tree, captures both linear and nonlinear effects"
90dee8d,9.14,0.6279,,DistilledElasticNet,GBM-distilled ElasticNet: teacher-smoothed targets (alpha=0.3) for cleaner linear coefficients
76c2f4c,9.58,0.5349,,EnsembleLinear,"Ensemble of ElasticNetCV + HuberRegressor (outlier-robust), averaged coefficients, clean equation"
73999ef,8.86,0.6047,,BayesianRidgeLinear,Bayesian Ridge Regression with auto-regularization + standardization + enhanced equation display
75e3671,9.00,0.7209,,SparseBayesRidge,Bayesian Ridge with post-hoc sparsification (zero <5% coefficients) + standardization + enhanced display
be504b7,8.89,0.6744,,ElasticBayesRidge,"ElasticNet feature selection + BayesianRidge on selected features, sparse equation display"
3be4590,9.03,0.6744,,SparserElasticBayes,"High-L1 ElasticNet feature selection (0.5-0.99) + BayesianRidge, more aggressive sparsity"
499b505,7.29,0.6977,,AdaptiveElastic,"Auto-selects ElasticBayesRidge (linear) or distilled tree per dataset via CV, adaptive format"
85c8075,7.26,0.6977,,AdaptiveElastic_v2,"Auto-selects linear or tree (more configs: 6-25 leaves, 3 regs) per dataset via CV"
502c8b9,7.38,0.7209,,AdaptiveElastic_v3,"Auto-selects linear or tree per dataset, tree also uses ElasticNet-selected features"
ffe22b8,7.14,0.6512,,KitchenSinkAdaptive,"4-candidate adaptive: ElasticBayesRidge, distilled tree, recal tree, RidgeCV — CV picks best per dataset"
7388af6,7.29,0.6744,,KitchenSinkNoRidge,3-candidate adaptive: ElasticBayesRidge + distilled tree + recal tree — no Ridge for better interp
5310c90,9.34,0.1395,,RandomKitchenFeats,"ElasticNet on random nonlinear transforms (|x|, x^2, sqrt) — captures nonlinearity in equation format"
8b9e177,7.26,0.6977,,StepByStepAdaptive,Adaptive linear/tree with step-by-step computation format for equations
02be35c,14.85,0.0000,,NearestPrototype,K-means nearest-prototype regressor: 6 prototypes with coordinates and prediction values
abe1054,7.11,0.5349,,AdaptiveElastic_v4,3-candidate adaptive: linear + tree + piecewise-linear (1 split + 2 equations)
e67dd7c,7.28,0.6977,,AdaptiveElastic_v5,Auto-selects linear or tree via 5-fold CV (more stable selection)
f67a0b4,7.14,0.6744,,AdaptiveTabPFN,"3-candidate adaptive: linear + RF/GBM tree + TabPFN-distilled tree, CV picks best"
de80dd7,8.38,0.2326,,LinearAugTree,Tree with linear prediction as extra feature — learns when to trust/correct the linear model
0c4f232,11.71,0.8605,,QuantizedAdaptive,Adaptive linear/tree with quantized coefficients (nearest 0.25) for easier LLM arithmetic
710adfe,11.48,0.8605,,QuantizedAdaptive_v2,Adaptive linear/tree with coefficients rounded to nearest 0.1 — less aggressive quantization
07b738c,11.08,0.8140,,SmartQuantTabPFN,3-candidate adaptive (TabPFN) + smart quantization (round coefs for small datasets only)
de769f1,6.85,0.7209,,MegaTeacherAdaptive,Adaptive with mega-teacher (RF+GBM+EBM+TabPFN) for strongest possible tree distillation
938523e,7.51,0.6977,,TorchSoftTree,Torch soft tree (globally optimized splits via gradient descent) + adaptive linear/tree selection
eb570fb,6.66,0.7209,,MegaTeacher_a06,MegaTeacher with alpha=0.6 (more teacher weight) — stronger distillation signal
b5346e4,6.92,0.7209,,MegaTeacher_a07,MegaTeacher with alpha=0.7 — even stronger distillation from mega-teacher
6960ae7,6.69,0.7209,,MegaTeacher_a065,MegaTeacher alpha=0.65 — fine-tuning between 0.6 and 0.7
c9d574a,6.82,0.7209,,MegaTeacher_fineGrid,MegaTeacher alpha=0.6 with finer tree grid: 6 leaf options × 5 reg options = 30 configs
728bf76,6.77,0.7209,,CalibratedMegaTeacher,MegaTeacher alpha=0.6 + post-hoc linear calibration of tree leaf values
493a51e,6.71,0.7209,,WeightedMegaTeacher,MegaTeacher with error-weighted teacher blend — stronger models get more weight in distillation
