commit,mean_rank,frac_interpretability_tests_passed,status,model_name,description
a8ead7c,15.37,0.6279,discard,OrthoSymbolicV2,"Orthogonal forward-selected sparse symbolic regressor on raw features with linear, one-sided hinge, quadratic, and limited interaction terms (cache-busted rerun)"
6dbeb83,14.00,0.3953,discard,KnotSparseAdditiveV1,Sparse additive regressor with feature-wise quantile knot hinges and centered pairwise interactions chosen by greedy ridge-refit forward selection
1bf4830,13.05,0.6279,discard,SparseLinearRuleGateV1,Sparse screened linear backbone with at most two learned threshold indicator gate terms jointly ridge-refit for compact nonlinear corrections
4085700,22.18,0.4419,discard,GlobalRidgeOneHingeV1,Closed-form ridge over all features with optional single residual-selected hinge basis term jointly refit for lightweight nonlinear correction
b07da7b,12.49,0.6512,keep,StabilitySparseHingeV1,Bootstrapped sign-stability screened sparse ridge backbone with validation-gated single hinge correction on a top active feature
765136f,12.32,0.6279,keep,SparseAdditiveInteractionV1,Bootstrap-stability screened sparse linear backbone with validation-selected hinge and pairwise interaction basis terms in an explicit raw-feature equation
dfee4f5,13.08,0.5116,discard,StabilityPiecewiseSparseV1,Sign-stability screened sparse linear regressor with optional single-threshold piecewise sparse equations selected by validation gain
7f7cbae,16.35,0.6744,discard,GCVSparseHingeRidgeV1,GCV-selected sparse ridge equation on standardized features with hard coefficient pruning and optional single-knot hinge correction accepted only on validation gain
e9c620c,13.71,0.4651,discard,BiRegionSparseLinearV1,Sparse ridge equation with optional single-feature threshold split into two region-specific sparse linear equations accepted only when validation gain is meaningful
6e52cd1,19.94,0.6279,discard,QuantizedSparseRidgeV1,"GCV ridge with coefficient-mass feature selection and validation-chosen coefficient quantization to produce a compact, simulation-friendly explicit equation"
9a34fd8,18.03,0.6744,,AdaptiveRidgeOneHingeV1,"Dense GCV ridge backbone with optional single-feature hinge correction retained only when validation gain is meaningful, while preserving an explicit simulatable equation"
8b856c5,22.86,0.7442,discard,RobustSparseRidgeIRLSV1,"Robust median-MAD scaled and winsorized ridge with GCV alpha, adaptive soft-threshold sparsification, and ridge refit on active features for a compact explicit equation"
fa0815b,14.92,0.6744,discard,DenseRidgeResidualBasisV1,Dense GCV ridge backbone with one validation-selected explicit residual basis term (hinge or centered interaction) to capture light nonlinearity while preserving a simulatable equation
60d312a,16.82,0.5814,discard,GreedyAdditiveSplineV1,Dense GCV ridge backbone plus greedy-selected sparse additive residual spline terms (one-sided hinges and centered quadratics) on top linear features
81b324f,20.02,0.5814,discard,CalibratedSparseRidgeMapV1,Robust GCV ridge expressed directly in raw-feature equation form with meaningful/negligible feature partition and at most one validation-gated hinge correction
3d73ad9,20.42,0.7442,keep,AdaptiveElasticHingeMapV1,Adaptive weighted-L1 sparse linear map with ridge debiasing and one validation-gated hinge residual correction in an explicit raw-feature equation
871ba7d,18.54,0.5349,discard,SparseSingleIndexSplineV1,GCV-selected sparse ridge single-index score with a compact two-knot piecewise-linear calibration map for lightweight nonlinearity
8f96de3,20.82,0.6047,discard,SplitCalibratedSparseLinearV1,Sparse GCV-ridge linear backbone plus one explicit feature-threshold piecewise offset+slope correction retained only with meaningful fit gain
6184081,24.51,0.7209,discard,AdaptiveWeightedRidgeSparseV1,Adaptive weighted-ridge linear regressor with pilot-coefficient-informed penalties and validation-gated hard-threshold sparsification for a compact explicit equation
fed83ae,19.14,0.5814,discard,SparseSymbolicAtlasV1,Forward-selected sparse symbolic additive regressor over linear/hinge/quadratic/abs/sine basis terms with validation-gated term inclusion and ridge refit
bb04cae,20.03,0.3721,discard,ResidualizedHingeRidgeV2,"Dense ridge backbone with validation-gated residual hinge corrections on high-impact features, yielding an exact raw-feature equation with compact piecewise-linear nonlinearity"
677fa2b,15.63,0.5349,discard,StagewiseSymbolicV1,"Dense ridge screening compressed into a compact linear backbone, then validation-gated forward selection of a few symbolic nonlinear residual terms (hinge/quadratic/interaction)"
773347d,23.62,0.6744,discard,ResidualTreeSparseLinearV1,Coefficient-mass sparse ridge backbone in raw-feature equation form plus a validation-shrunk 4-leaf residual tree for lightweight nonlinearity
483151c,26.58,0.5814,discard,RiskCalibratedSparseRidgeV1,Validation-calibrated top-k sparse ridge in exact raw-feature equation form with dense fallback when sparsity does not earn real validation gain
5a0f262,26.11,0.6977,discard,SVDGCVRidgeMapV1,From-scratch dense ridge solved by SVD with generalized cross-validation alpha selection and explicit raw-feature equation plus negligible-feature reporting
b9b1355,32.35,0.6279,discard,RobustAdaptiveLinearMapV1,"From-scratch robust adaptive linear map: SVD-GCV pilot ridge, Huber-style IRLS weighting, adaptive ridge penalties, and conservative sparse weighted refit into an explicit raw-feature equation"
a0c5102,34.80,0.6279,discard,SparseAdditiveBasisPursuitV1,"Forward-selected sparse additive raw-feature equation with linear and quantile-knot hinge basis terms, jointly ridge-refit for compact interpretable nonlinearity"
ebeeb32,27.22,0.6512,discard,RidgeOneHingeResidualV1,Closed-form GCV ridge raw-feature equation with one optional residual hinge correction on the strongest feature when it materially improves fit
c0dd35f,21.91,0.6047,discard,StabilityRuleListRidgeV1,"Bootstrap-stable sparse ridge backbone with a short residual threshold rule list trained by greedy residual gain, yielding an explicit linear-plus-rules simulator"
6665110,26.62,0.6047,discard,InteractionAugmentedRidgeV1,"Dense GCV ridge backbone with greedy holdout-gated centered pairwise interaction terms on top linear features, expressed as one exact simulatable equation"
28d8141,32.97,0.5349,,MassConservingGCVRidgeV1,From-scratch SVD+GCV ridge in raw-feature equation form with conservative coefficient-mass pruning for compact explicit simulation
389a4e7,45.06,0.5581,discard,SparseQuantileAdditiveV1,From-scratch sparse additive backfitting model using quantile-bin piecewise feature contributions with explicit per-feature lookup rules
5045e2b,27.54,0.6977,keep,CalibratedDominantHingeRidgeV1,"From-scratch GCV ridge raw-feature equation with optional two-knot hinge calibration on the dominant feature, retained only when it yields meaningful fit gain"
7b2db8a,33.35,0.5349,discard,ValGatedSparseHingeRidgeV1,"From-scratch ridge equation that validation-selects dense vs top-k sparse backbone, then optionally adds one dominant-feature hinge correction only when validation gain is meaningful"
8bffd13,27.09,0.5581,discard,SymbolicResidualRidgeV1,"Validation-selected dense ridge backbone with greedy holdout-gated symbolic residual terms (hinge and pairwise interaction), capped to keep a concise simulatable equation"
8b778cf,30.23,0.6977,discard,CrossFitHingeRidgeV1,From-scratch 3-fold CV ridge backbone with a single dominant-feature hinge correction activated only when cross-validated gain is consistent and meaningful
7739394,27.66,0.6279,discard,DualKnotSparseAdditiveRidgeV1,From-scratch GCV ridge with coefficient-mass sparse linear backbone plus at most two quantile-knot one-sided hinge corrections accepted only with meaningful fit gain
7597a33,20.62,0.5116,discard,ValGatedResidualSymbolicRidgeV1,Dense from-scratch SVD-GCV ridge backbone with a tiny validation-gated residual symbolic dictionary (hinge/quadratic/one interaction) jointly ridge-refit into one explicit equation
462f289,38.78,0.6279,discard,AdaptiveHuberRidgeMapV1,"From-scratch robust median-MAD scaled and clipped adaptive weighted ridge with K-fold-selected global shrinkage, expressed as one explicit raw-feature linear equation"
7426435,36.95,0.6977,keep,SparsePCADenoisedRidgeMapV1,"Two-stage from-scratch PCA-denoised ridge: CV ridge in truncated principal-component space mapped back to raw features, then coefficient-mass-capped sparse ridge refit for a compact explicit equation"
2de6a23,33.83,0.6744,keep,CrossValidatedRidgeEquationV1,"From-scratch standardized closed-form ridge with CV-selected penalty, mapped back to an explicit raw-feature equation plus active/negligible feature summaries for easier simulation"
1360f04,43.45,0.6279,discard,SplitSparseLinearSimulatorV1,"One-threshold piecewise sparse linear simulator: holdout-selected ridge shrinkage, tiny active feature set, and optional two-region linear equations with an explicit branch rule"
88d8099,41.86,0.5116,discard,CalibratedSparseSingleIndexV1,Sparse coefficient-mass ridge score on raw features with optional validation-gated two-knot hinge calibration over the 1D score for lightweight nonlinear correction
46e7e35,48.71,0.5814,discard,SparseSplineBackboneV1,K-fold-selected ridge backbone with validation-gated coefficient-mass sparsification and optional dominant-feature hinge spline corrections for a compact simulatable equation
61c7ab3,31.98,0.5581,discard,StabilityCalibratedLinearMapV1,"Bootstrap sign-stability screened sparse ridge equation with optional two-knot hinge calibration on the 1D linear score, kept only when validation gain is meaningful"
4be96a2,26.38,0.5814,keep,SparseLatentSplineRidgeV1,"CV ridge with validation-selected sparse feature subset plus one latent projection spline correction (quadratic and/or hinge), rendered as an explicit simulatable equation"
6f87c2a,38.62,0.6279,discard,StabilityMassRidgeEquationV2,"From-scratch CV ridge mapped to an explicit raw-feature equation, with conservative validation-gated top-k mass sparsification for simulatable linear predictions"
