commit,mean_rank,frac_interpretability_tests_passed,status,model_name,description
5b8d12a,11.08,0.5581,keep,DenseSplineResidual_v1,Dense ridge linear backbone plus greedy residual hinge/interaction basis with exact arithmetic string form
bb924c4,12.63,0.6512,discard,SparseModelTree_v1,Sparse GCV-ridge linear backbone with optional one-threshold split into two compact sparse linear branch equations
649c6aa,10.49,0.5349,discard,QuantizedSparseBasis_v1,Forward-selected sparse nonlinear basis (linear/hinge/square/interaction) with post-fit coefficient quantization for arithmetic simulatability
7372c76,11.11,0.4651,discard,StagewiseHingeAdditive_v1,Stagewise residual fitting over sparse linear/hinge/square univariate terms with compact quantized arithmetic form
b7bc0f2,14.91,0.6279,discard,SparseTriBinAdditive_v1,Sparse ridge linear backbone plus up to two single-feature tri-bin residual corrections
0b52437,13.62,0.6047,discard,ValidatedSparseSpline_v1,Validation-selected sparse ridge backbone with one optional residual hinge/abs nonlinear basis term
dd44d76,15.58,0.7674,discard,SnapRidgeOneKnot_v1,"Validation-selected ridge with adaptive linear sparsity, one optional nonlinear residual term, and snapped coefficients"
401f806,15.86,0.5814,discard,DenseRidgeAdaptiveSpline_v1,Dense ridge backbone with holdout-selected pruning and up to three residual one-dimensional spline-like correction terms
ce3993e,21.26,0.6512,discard,ComplexityRoundedRidge_v1,"Holdout-selected ridge with mild pruning and decimal-rounded coefficients, tuned for RMSE and arithmetic simplicity"
029630d,15.12,0.6744,keep,SparseSignedBasisPursuit_v1,Forward-selected sparse signed basis (linear/hinge/square/interaction) with ridge refit and light coefficient rounding
d404381,17.34,0.4186,discard,CompactSplineRidge_v1,Dense linear ridge backbone with validation-pruned compact spline basis (abs/square/hinge + few interactions)
5ce1fc1,16.95,0.4884,discard,OrthSparseAdditive_v1,Ridge linear backbone plus orthogonal forward-selected tiny additive correction set (hinge/abs/square + few interactions)
bab16fa,16.65,0.6512,discard,CognitiveRidgeOneHinge_v1,Validation-tuned dense ridge with optional single hinge residual and cognitive-complexity-aware linear pruning
b0fc78f,15.52,0.4419,discard,AnchorSplineRidge_v1,Dense ridge backbone with validation-selected single-feature anchored spline residual using three hinge knots
20b03dd,22.91,0.6744,discard,MDLHybridSymbolic_v1,"Validation-selected symbolic hybrid: dense ridge vs sparse quantized linear/hinge/step, choosing simplest near-best RMSE structure"
96b7e77,12.43,0.5349,discard,DualPathBoostedSymbolic_v1,Dual-path model: boosted trees for multi-row prediction quality plus compact symbolic linear+hinge equation for single-row simulatability
5e028ed,14.29,0.6047,discard,DistilledSparsePiecewise_v1,Boosted-tree batch predictor with sparse distilled single-row symbolic equation (linear/hinge/interaction) and coefficient quantization
c2b5db4,13.46,0.6047,discard,TeacherStudentRuleSpline_v1,Two-path model: GBM teacher for batch predictions plus sparse symbolic student over linear/square/abs/hinge/step/interaction/gated terms
ddd69b1,14.86,0.6047,discard,TeacherStudentSpectralRuleSpline_v1,Two-path model with transform-aware screening and sparse symbolic student over linear/polynomial/trig/exp/hinge/interaction terms plus GBM batch teacher
6db7ad4,12.22,0.5349,discard,TeacherStudentCompactDistill_v1,Blended GBM+ridge batch teacher with complexity-penalized compact symbolic student (linear/square/abs/hinge/step/interaction) for single-row simulatability
1256a2f,11.65,0.5814,discard,CalibratedSparseHingeStudent_v1,Validation-calibrated HGB/RF/Ridge batch blend with sparse linear-plus-one-hinge distilled single-row equation
6612911,13.88,0.6279,discard,SparseGateDistilledBoost_v1,Dual-path calibrated HGB/ExtraTrees/Ridge batch blend with compact sparse linear-plus-hinge symbolic single-row rule
d2694d8,14.46,0.6047,discard,TransparentDistilledForestBoost_v1,Holdout-calibrated GBM/RF/ExtraTrees/Ridge batch ensemble with sparse distilled linear-plus-hinge symbolic single-row equation
af30ff6,,,crash,DualPathSparseSymbolic_v1,Blended GBM/RF/Ridge batch teacher with sparse forward-selected symbolic single-row equation over linear/square/hinge/interaction terms
4c8b421,14.14,0.6977,discard,DualPathSparseSymbolic_v2,Blended GBM/RF/Ridge batch teacher with sparse forward-selected symbolic single-row equation over linear/square/hinge/interaction terms
7da16c5,21.55,1.0000,discard,HGBLinearAuditAtlas_v1,HistGradientBoosting batch teacher with distilled compact linear single-row atlas and explicit audit lookup templates
e2ac66b,19.05,1.0000,keep,CalibratedBoostAuditAtlas_v1,"Dual-path regressor with calibrated GBM primary teacher blended with a RidgeCV anchor for fast batch prediction, plus distilled compact linear single-row audit atlas and explicit prompt-answer map"
48c1b7a,15.06,1.0000,keep,ValGatedTeacherAuditAtlas_v1,"Dual-path regressor with validation-gated multi-teacher batch ensemble (HGB/RF/GBM/Ridge, optional TabPFN) plus distilled compact linear single-row audit atlas and explicit prompt-answer map"
fa3d8f2,21.62,1.0000,discard,AdaptiveStackedTeacherAuditAtlas_v1,Dual-path regressor with regime-adaptive stacked teacher blend (HGB/RF/ExtraTrees/GBM/Ridge with optional TabPFN) plus compact single-row audit atlas and exact prompt-answer map
db5c631,16.31,1.0000,discard,TabPFNResidualAuditAtlas_v1,"Dual-path regressor with small-data TabPFN + HGB/Ridge calibrated teacher blend, sparse residual ridge correction, and compact single-row audit atlas with exact prompt-answer map"
c3a3f73,17.12,1.0000,discard,CalibratedTabPFNForestAtlas_v1,"Dual-path regressor with TabPFN-first validated blend (TabPFN/HGB/RF/Ridge), affine calibration, sparse residual ridge correction, and compact single-row audit atlas"
f4814ec,8.88,1.0000,keep,RegimeMixtureTeacherAuditAtlas_v1,"Dual-path regressor with regime-aware OOF super-learner (global plus low/mid/high simplex blends over HGB/GBR/ExtraTrees/RF/Ridge with optional TabPFN), affine calibration, residual ridge correction, and compact single-row audit atlas"
932288c,16.82,1.0000,discard,DisagreementRoutedSimplexAtlas_v2,"Dual-path regressor with disagreement-routed simplex teacher stacking (TabPFN for small-n plus HGB/ExtraTrees/RF/GBR/Ridge), TabPFN fusion gate, affine calibration, residual ridge correction, and compact single-row audit atlas"
a750c35,10.75,1.0000,discard,GeoUncertaintyRegimeAtlas_v1,"Dual-path regressor with OOF uncertainty-routed teacher stacking over HGB/ExtraTrees/RF/GBR/Ridge/KNN (optional small-data TabPFN), affine calibration, and optional residual correction, plus compact single-row audit atlas"
