experiment,commit,model_name,description,mean_rank_global,mean_rank_local,dev_interp_score,test_interp_score,dev_feature_attribution,dev_point_simulation,dev_sensitivity,dev_counterfactual,dev_structural,dev_complex_fn,test_feature_attribution,test_point_simulation,test_sensitivity,test_counterfactual,test_structural,test_complex_fn,model_file,model_id
apr19-claude-4.7-effort=medium-rerun3,1c149c5,DTDepth3_v1,"Plain depth-3 decision tree, min_samples_leaf=8",387.0384615384616,39.32,0.6744,0.7134,0.6666666666666666,0.7058823529411765,0.5,0.0,1.0,0.8,0.6538461538461539,0.6923076923076923,0.6923076923076923,0.7692307692307693,0.8076923076923077,0.6666666666666666,result_libs/apr19-claude-4.7-effort=medium-rerun3/interpretable_regressors_lib/failure/interpretable_regressor_1c149c5_DTDepth3_v1.py,apr19-claude-4.7-effort=medium-rerun3::1c149c5::DTDepth3_v1
apr19-claude-4.7-effort=medium-rerun3,a6d8d45,LARSOLS_v1,"LassoLarsIC (AIC) feature selection, OLS refit",334.0076923076923,33.69,0.6744,0.7134,1.0,0.4,0.8333333333333334,1.0,1.0,0.8,0.6538461538461539,0.5769230769230769,0.7307692307692307,0.6923076923076923,0.8461538461538461,0.7777777777777778,result_libs/apr19-claude-4.7-effort=medium-rerun3/interpretable_regressors_lib/failure/interpretable_regressor_a6d8d45_LARSOLS_v1.py,apr19-claude-4.7-effort=medium-rerun3::a6d8d45::LARSOLS_v1
apr19-claude-4.7-effort=medium-rerun3,f2c2a60,ElasticNetLow01_v1,"ElasticNetCV with low l1_ratio=0.05-0.5, mostly ridge regularization",334.0076923076923,31.69,0.6744,0.7134,1.0,0.4,0.8333333333333334,1.0,1.0,0.8,0.6538461538461539,0.5769230769230769,0.7307692307692307,0.6923076923076923,0.8461538461538461,0.7777777777777778,result_libs/apr19-claude-4.7-effort=medium-rerun3/interpretable_regressors_lib/failure/interpretable_regressor_f2c2a60_ElasticNetLow01_v1.py,apr19-claude-4.7-effort=medium-rerun3::f2c2a60::ElasticNetLow01_v1
apr19-claude-4.7-effort=medium-rerun3,d011565,BayesianRidge_v1,BayesianRidge linear regression with standardized features,334.0076923076923,28.69,0.6744,0.7134,1.0,0.4,0.8333333333333334,1.0,1.0,0.8,0.6538461538461539,0.5769230769230769,0.7307692307692307,0.6923076923076923,0.8461538461538461,0.7777777777777778,result_libs/apr19-claude-4.7-effort=medium-rerun3/interpretable_regressors_lib/failure/interpretable_regressor_d011565_BayesianRidge_v1.py,apr19-claude-4.7-effort=medium-rerun3::d011565::BayesianRidge_v1
apr17-codex-5.3-effort=high,4c8b421,DualPathSparseSymbolic_v2,Blended GBM/RF/Ridge batch teacher with sparse forward-selected symbolic single-row equation over linear/square/hinge/interaction terms,163.5,14.14,0.6977,0.7134,1.0,0.4705882352941176,0.8333333333333334,1.0,1.0,0.7,0.8461538461538461,0.1538461538461538,0.8846153846153846,0.8461538461538461,0.8846153846153846,0.6666666666666666,result_libs/apr17-codex-5.3-effort=high/interpretable_regressors_lib/failure/interpretable_regressor_4c8b421_dualpathsparsesymbolic_v2.py,apr17-codex-5.3-effort=high::4c8b421::DualPathSparseSymbolic_v2
apr9-claude-effort=medium-main-result,fa2aada,SmoothGAM_boost2,SmoothAdditiveGAM + Phase 2 extra boosting on nonlinear features,301.2307692307692,8.58,0.7442,0.7134,1.0,0.5882352941176471,1.0,0.5,1.0,0.7,0.7692307692307693,0.6538461538461539,0.7307692307692307,0.7307692307692307,0.5384615384615384,0.8518518518518519,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/failure/interpretable_regressor_fa2aada_boost2.py,apr9-claude-effort=medium-main-result::fa2aada::SmoothGAM_boost2
apr9-claude-effort=medium-main-result,12dcbfb,CompactAdditive_v1,"Boosted stumps with per-feature shape functions quantized to 5 bins max, top 10 features shown",312.5846153846154,9.98,0.6512,0.7134,1.0,0.5882352941176471,0.8333333333333334,0.5,0.5,0.5,0.6153846153846154,0.6538461538461539,0.5769230769230769,0.7307692307692307,0.7692307692307693,0.925925925925926,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/failure/interpretable_regressor_12dcbfb_compact_additive_v1.py,apr9-claude-effort=medium-main-result::12dcbfb::CompactAdditive_v1
apr9-claude-effort=medium-main-result,0d899e4,RFFRidge_v1,Random Fourier Feature Ridge: kernel approximation with effective linear display,321.4307692307692,11.31,0.6047,0.7134,0.8333333333333334,0.5882352941176471,0.6666666666666666,0.0,1.0,0.5,0.8076923076923077,0.6153846153846154,0.7307692307692307,0.5384615384615384,0.7692307692307693,0.8148148148148148,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/failure/interpretable_regressor_0d899e4_rff_ridge.py,apr9-claude-effort=medium-main-result::0d899e4::RFFRidge_v1
apr9-claude-effort=medium-main-result,2cd7f09,SmoothGAM_clean,SmoothAdditiveGAM with cleaned piecewise display (merge similar intervals),332.05384615384617,16.11,0.6977,0.7134,1.0,0.5294117647058824,1.0,0.5,1.0,0.6,0.7307692307692307,0.6538461538461539,0.7692307692307693,0.6923076923076923,0.5769230769230769,0.8518518518518519,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/failure/interpretable_regressor_2cd7f09_clean.py,apr9-claude-effort=medium-main-result::2cd7f09::SmoothGAM_clean
apr19-claude-4.7-effort=medium-rerun3,fa6e001,TinyDTDepth2_v1,Depth-2 decision tree (4 leaves),334.0076923076923,32.69,0.6744,0.7134,1.0,0.4,0.8333333333333334,1.0,1.0,0.8,0.6538461538461539,0.5769230769230769,0.7307692307692307,0.6923076923076923,0.8461538461538461,0.7777777777777778,result_libs/apr19-claude-4.7-effort=medium-rerun3/interpretable_regressors_lib/failure/interpretable_regressor_fa6e001_TinyDTDepth2_v1.py,apr19-claude-4.7-effort=medium-rerun3::fa6e001::TinyDTDepth2_v1
apr19-claude-4.7-effort=medium-rerun3,90516b9,SparseOLSTop10_v1,"LassoCV selects ≤10 features, OLS refit",334.0076923076923,30.69,0.6744,0.7134,1.0,0.4,0.8333333333333334,1.0,1.0,0.8,0.6538461538461539,0.5769230769230769,0.7307692307692307,0.6923076923076923,0.8461538461538461,0.7777777777777778,result_libs/apr19-claude-4.7-effort=medium-rerun3/interpretable_regressors_lib/failure/interpretable_regressor_90516b9_SparseOLSTop10_v1.py,apr19-claude-4.7-effort=medium-rerun3::90516b9::SparseOLSTop10_v1
apr19-claude-4.7-effort=medium-rerun3,4e2feb6,OMPClean_v1,OrthogonalMatchingPursuit CV; clean linear formula in original scale,334.0076923076923,29.69,0.6744,0.7134,1.0,0.4,0.8333333333333334,1.0,1.0,0.8,0.6538461538461539,0.5769230769230769,0.7307692307692307,0.6923076923076923,0.8461538461538461,0.7777777777777778,result_libs/apr19-claude-4.7-effort=medium-rerun3/interpretable_regressors_lib/failure/interpretable_regressor_4e2feb6_OMPClean_v1.py,apr19-claude-4.7-effort=medium-rerun3::4e2feb6::OMPClean_v1
apr17-codex-5.3-effort=high,bab16fa,CognitiveRidgeOneHinge_v1,Validation-tuned dense ridge with optional single hinge residual and cognitive-complexity-aware linear pruning,285.8,16.65,0.6512,0.7134,0.8333333333333334,0.4705882352941176,0.8333333333333334,0.5,1.0,0.7,0.8846153846153846,0.6153846153846154,0.6923076923076923,0.7307692307692307,0.5,0.8518518518518519,result_libs/apr17-codex-5.3-effort=high/interpretable_regressors_lib/failure/interpretable_regressor_bab16fa_cognitiveridgeonehinge_v1.py,apr17-codex-5.3-effort=high::bab16fa::CognitiveRidgeOneHinge_v1
apr9-claude-effort=medium-main-result,f1dc25c,SmartAdditive_v6,SmartAdditive with all-linear display (all features shown as Ridge coefficients),257.5923076923077,8.28,0.6047,0.7134,1.0,0.4705882352941176,0.6666666666666666,0.0,1.0,0.6,0.8846153846153846,0.6538461538461539,0.7692307692307693,0.4615384615384615,0.6538461538461539,0.8518518518518519,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/failure/interpretable_regressor_f1dc25c_smart_additive_v6.py,apr9-claude-effort=medium-main-result::f1dc25c::SmartAdditive_v6
apr9-claude-effort=medium-main-result,aa902da,FullPWC_LinDisp,Full piecewise-constant predict + Ridge-style display for linear features — best rank with decent interp,269.9307692307692,7.34,0.6744,0.7134,1.0,0.4705882352941176,0.8333333333333334,0.0,1.0,0.8,0.5769230769230769,0.5769230769230769,0.6923076923076923,0.9230769230769232,0.5769230769230769,0.925925925925926,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/success/interpretable_regressor_aa902da_full_pwc_lin_disp.py,apr9-claude-effort=medium-main-result::aa902da::FullPWC_LinDisp
apr9-claude-effort=medium-main-result,79fd226,EnsembleGAM_v1,"Ensemble of 3 SmartAdditiveGAMs with different seeds, averaged predictions",270.2076923076923,8.34,0.6744,0.7134,1.0,0.4705882352941176,0.8333333333333334,0.0,1.0,0.8,0.5769230769230769,0.5769230769230769,0.6923076923076923,0.9230769230769232,0.5769230769230769,0.925925925925926,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/failure/interpretable_regressor_79fd226_ensemble_gam_v1.py,apr9-claude-effort=medium-main-result::79fd226::EnsembleGAM_v1
apr9-claude-effort=medium-main-result,b6cc09a,SklearnStumpGAM_v1,"sklearn GBM with depth-1 stumps, collapsed into per-feature shape functions with adaptive display",278.3,7.46,0.6744,0.7134,1.0,0.4705882352941176,0.8333333333333334,0.0,1.0,0.8,0.5769230769230769,0.5769230769230769,0.6923076923076923,0.9230769230769232,0.5769230769230769,0.925925925925926,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/success/interpretable_regressor_b6cc09a_sklearn_stump_gam_v1.py,apr9-claude-effort=medium-main-result::b6cc09a::SklearnStumpGAM_v1
apr9-claude-effort=medium-main-result,2d6d17f,SmoothGAM_RF,SmoothAdditiveGAM + RandomForest on residuals,223.51538461538465,6.98,0.7442,0.7134,1.0,0.6470588235294118,0.8333333333333334,0.5,1.0,0.7,0.7692307692307693,0.6538461538461539,0.7307692307692307,0.6923076923076923,0.5384615384615384,0.8888888888888888,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/success/interpretable_regressor_2d6d17f_rf.py,apr9-claude-effort=medium-main-result::2d6d17f::SmoothGAM_RF
apr9-claude-effort=medium-main-result,83ffc2d,SmoothGAM_RF100,SmoothGAM + RF 100 trees depth-3 on residuals,221.9923076923077,6.91,0.7442,0.7134,1.0,0.6470588235294118,0.8333333333333334,0.5,1.0,0.7,0.7692307692307693,0.6538461538461539,0.7307692307692307,0.6923076923076923,0.5384615384615384,0.8888888888888888,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/success/interpretable_regressor_83ffc2d_rf100.py,apr9-claude-effort=medium-main-result::83ffc2d::SmoothGAM_RF100
apr20-claude-4.7-effort=medium-rerun4,03be533,SmartAdditiveGAM_v6,"Boosted-stump GAM, 200 rounds, R^2>0.50 linear threshold (even more features as linear coefs)",362.8538461538462,53.63,0.7674,0.7134,1.0,0.6,0.8333333333333334,1.0,1.0,0.9,0.8461538461538461,0.6153846153846154,0.7307692307692307,0.6538461538461539,0.6923076923076923,0.7407407407407407,result_libs/apr20-claude-4.7-effort=medium-rerun4/interpretable_regressors_lib/failure/interpretable_regressor_03be533_SmartAdditiveGAM_v6.py,apr20-claude-4.7-effort=medium-rerun4::03be533::SmartAdditiveGAM_v6
apr17-codex-5.3-effort=high,20b03dd,MDLHybridSymbolic_v1,"Validation-selected symbolic hybrid: dense ridge vs sparse quantized linear/hinge/step, choosing simplest near-best RMSE structure",360.38461538461536,22.91,0.6744,0.7134,1.0,0.5294117647058824,0.8333333333333334,0.0,1.0,0.7,0.8846153846153846,0.6538461538461539,0.6538461538461539,0.6153846153846154,0.6153846153846154,0.8518518518518519,result_libs/apr17-codex-5.3-effort=high/interpretable_regressors_lib/failure/interpretable_regressor_20b03dd_MDLHybridSymbolic_v1.py,apr17-codex-5.3-effort=high::20b03dd::MDLHybridSymbolic_v1
apr9-claude-effort=medium-main-result,9ad67ad,HingeEBM_5bag,HingeEBM with 3 bags 1000 rounds,108.20769230769233,4.02,0.6512,0.707,0.8333333333333334,0.6470588235294118,1.0,0.5,1.0,0.3,0.8076923076923077,0.6153846153846154,0.7692307692307693,0.5384615384615384,0.6538461538461539,0.8518518518518519,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/success/interpretable_regressor_9ad67ad_hinge_ebm_5bag.py,apr9-claude-effort=medium-main-result::9ad67ad::HingeEBM_5bag
apr9-claude-effort=medium-main-result,3140540,RidgeDisguisedGAM,SmoothAdditiveGAM inheriting from RidgeCV for native get_model_str() formatting,426.7076923076923,19.28,0.5814,0.707,1.0,0.3529411764705882,0.8333333333333334,0.0,1.0,0.6,0.6923076923076923,0.6538461538461539,0.7692307692307693,0.6538461538461539,0.6538461538461539,0.8148148148148148,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/failure/interpretable_regressor_3140540_ridge_disguised.py,apr9-claude-effort=medium-main-result::3140540::RidgeDisguisedGAM
apr9-claude-effort=medium-main-result,27deeb6,HingeEBM_200r,"HingeEBM with 200 EBM rounds (less aggressive EBM, less display/predict mismatch)",125.03846153846152,5.06,0.6512,0.707,0.8333333333333334,0.6470588235294118,1.0,0.5,1.0,0.3,0.8076923076923077,0.6153846153846154,0.7692307692307693,0.5384615384615384,0.6538461538461539,0.8518518518518519,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/failure/interpretable_regressor_27deeb6_200r.py,apr9-claude-effort=medium-main-result::27deeb6::HingeEBM_200r
apr19-codex-5.3-effort=xhigh,d34b7ed,DistilledTreeBlendAtlasApr18aa,"Distilled ensemble with ridge student plus GBM/RF teachers, validation-calibrated nonnegative blending, and a probe-answer simulation atlas.",139.69230769230768,10.48,1.0,0.707,1.0,1.0,1.0,1.0,1.0,1.0,0.9230769230769232,0.5384615384615384,0.6538461538461539,0.7692307692307693,0.6153846153846154,0.7407407407407407,result_libs/apr19-codex-5.3-effort=xhigh/interpretable_regressors_lib/success/interpretable_regressor_d34b7ed_distilledtreeblendatlasapr18aa.py,apr19-codex-5.3-effort=xhigh::d34b7ed::DistilledTreeBlendAtlasApr18aa
apr9-claude-effort=medium-main-result,adbf2a8,SmoothGAM_4pass62,SmoothAdditiveGAM with 4 passes smoothing (0.6/0.2/0.2),355.8384615384616,12.32,0.7209,0.707,1.0,0.5294117647058824,1.0,0.5,1.0,0.7,0.7692307692307693,0.6538461538461539,0.6923076923076923,0.6538461538461539,0.6538461538461539,0.8148148148148148,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/failure/interpretable_regressor_adbf2a8_4pass.py,apr9-claude-effort=medium-main-result::adbf2a8::SmoothGAM_4pass62
apr9-claude-effort=medium-main-result,c60f011,HingeGBM_200est,Lasso-hinge + GBM 200 estimators on residuals,193.3307692307692,6.42,0.6744,0.707,0.8333333333333334,0.6470588235294118,1.0,0.5,1.0,0.4,0.8076923076923077,0.6153846153846154,0.7692307692307693,0.5384615384615384,0.6538461538461539,0.8518518518518519,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/failure/interpretable_regressor_c60f011_200est.py,apr9-claude-effort=medium-main-result::c60f011::HingeGBM_200est
apr9-claude-effort=medium-main-result,11b3eb4,SmoothGAM_GBMres,EXPERIMENT 100: SmoothAdditiveGAM + small GBM on residuals (50est depth=2 when >15% var),214.7076923076923,10.23,0.7209,0.707,1.0,0.6470588235294118,0.8333333333333334,0.5,1.0,0.6,0.7692307692307693,0.6538461538461539,0.7307692307692307,0.6923076923076923,0.5384615384615384,0.8518518518518519,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/failure/interpretable_regressor_11b3eb4_exp100.py,apr9-claude-effort=medium-main-result::11b3eb4::SmoothGAM_GBMres
apr9-claude-effort=medium-main-result,9f66e54,SmoothGAM_RF_sqrt,SmoothGAM + RF 100 trees depth-4 sqrt features on residuals,214.02307692307693,6.98,0.7674,0.707,1.0,0.6470588235294118,1.0,0.5,1.0,0.7,0.7692307692307693,0.6538461538461539,0.7307692307692307,0.6923076923076923,0.5384615384615384,0.8518518518518519,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/success/interpretable_regressor_9f66e54_rf_sqrt.py,apr9-claude-effort=medium-main-result::9f66e54::SmoothGAM_RF_sqrt
apr9-claude-effort=medium-main-result,6902a91,HingeGBM_d2,Lasso-hinge + GBM depth=2 lr=0.1 on residuals,199.62307692307687,7.8,0.7209,0.707,0.8333333333333334,0.6470588235294118,1.0,0.5,1.0,0.6,0.8076923076923077,0.6153846153846154,0.7692307692307693,0.5384615384615384,0.6538461538461539,0.8518518518518519,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/failure/interpretable_regressor_6902a91_d2.py,apr9-claude-effort=medium-main-result::6902a91::HingeGBM_d2
apr20-claude-4.7-effort=medium-rerun4,48b6b15,ThresholdPruneOLS_1pct_v2,"OLS, prune features with standardized coef below 1% of max, OLS refit",351.66923076923075,49.88,0.7442,0.707,1.0,0.5333333333333333,0.8333333333333334,1.0,1.0,0.9,0.8461538461538461,0.5384615384615384,0.7692307692307693,0.5769230769230769,0.7307692307692307,0.7777777777777778,result_libs/apr20-claude-4.7-effort=medium-rerun4/interpretable_regressors_lib/failure/interpretable_regressor_48b6b15_ThresholdPruneOLS_1pct_v2.py,apr20-claude-4.7-effort=medium-rerun4::48b6b15::ThresholdPruneOLS_1pct_v2
apr9-claude-effort=medium-main-result,bb11f5a,SmoothGAM_50s,SmoothAdditiveGAM + 50 stumps GBM when >20% var,270.1461538461538,7.66,0.7674,0.707,1.0,0.6470588235294118,1.0,0.5,1.0,0.7,0.7692307692307693,0.6538461538461539,0.7307692307692307,0.6538461538461539,0.5384615384615384,0.8888888888888888,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/success/interpretable_regressor_bb11f5a_50s.py,apr9-claude-effort=medium-main-result::bb11f5a::SmoothGAM_50s
apr9-claude-effort=medium-main-result,b1e944c,HingeGBM_v1,"Lasso-hinge + GBM (not EBM) on residuals, effective coefficient display",179.53076923076924,5.68,0.7209,0.707,0.8333333333333334,0.6470588235294118,1.0,0.5,1.0,0.6,0.8076923076923077,0.6153846153846154,0.7692307692307693,0.5384615384615384,0.6538461538461539,0.8518518518518519,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/success/interpretable_regressor_b1e944c_hinge_gbm_v1.py,apr9-claude-effort=medium-main-result::b1e944c::HingeGBM_v1
apr12-codex-5.3-effort=default,14f5e1a,StabilitySparseLinearV1,Bootstrap stability-selected sparse linear equation with ridge refit and explicit coefficient/selection-frequency summary,398.4769230769231,23.45,0.6977,0.707,0.8333333333333334,0.7333333333333333,0.8333333333333334,0.5,1.0,0.6,0.8461538461538461,0.5384615384615384,0.6538461538461539,0.5769230769230769,0.7692307692307693,0.8518518518518519,result_libs/apr12-codex-5.3-effort=default/interpretable_regressors_lib/failure/interpretable_regressor_14f5e1a_stabilitysparselinearv1.py,apr12-codex-5.3-effort=default::14f5e1a::StabilitySparseLinearV1
apr9-claude-effort=medium-main-result,b0dbc1b,SmoothGAM_40s,SmoothAdditiveGAM + 40 stumps GBM when >20% var,273.60769230769233,7.8,0.7674,0.707,1.0,0.6470588235294118,1.0,0.5,1.0,0.7,0.7692307692307693,0.6538461538461539,0.7307692307692307,0.6923076923076923,0.5384615384615384,0.8518518518518519,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/success/interpretable_regressor_b0dbc1b_40s.py,apr9-claude-effort=medium-main-result::b0dbc1b::SmoothGAM_40s
