experiment,commit,model_name,description,mean_rank_global,mean_rank_local,dev_interp_score,test_interp_score,dev_feature_attribution,dev_point_simulation,dev_sensitivity,dev_counterfactual,dev_structural,dev_complex_fn,test_feature_attribution,test_point_simulation,test_sensitivity,test_counterfactual,test_structural,test_complex_fn,model_file,model_id
apr19-codex-5.3-effort=xhigh,60e4e96,TabPFNResidualAdapterApr18ao,Callsite-gated bounded TabPFN teacher (sample/feature caps) with validation-gated residual HistGB correction; fallback to validation tournament over HistGB/ExtraTrees/GBM/EBM/ridge-linear while retaining sparse probe-card interpretability path.,124.83846153846154,13.08,0.9767,0.6561,1.0,1.0,1.0,0.5,1.0,1.0,0.5769230769230769,1.0,0.8846153846153846,0.0,0.46153846153846156,1.0,result_libs/apr19-codex-5.3-effort=xhigh/interpretable_regressors_lib/failure/interpretable_regressor_60e4e96_tabpfnresidualadapterapr18ao.py,apr19-codex-5.3-effort=xhigh::60e4e96::TabPFNResidualAdapterApr18ao
apr9-claude-effort=medium-main-result,27deeb6,HingeEBM_200r,"HingeEBM with 200 EBM rounds (less aggressive EBM, less display/predict mismatch)",125.03846153846153,5.06,0.6512,0.707,0.8333333333333334,0.6470588235294118,1.0,0.5,1.0,0.3,0.8076923076923077,0.6153846153846154,0.7692307692307693,0.5384615384615384,0.6538461538461539,0.8518518518518519,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/failure/interpretable_regressor_27deeb6_200r.py,apr9-claude-effort=medium-main-result::27deeb6::HingeEBM_200r
apr19-codex-5.3-effort=xhigh,e311b9a,AdaptiveTabPFNTournamentApr18am,Callsite-gated hybrid: use a bounded low-data TabPFN teacher (sample/feature capped) and fallback to validation tournament over HistGB/ExtraTrees/GBM/EBM/ridge-linear; interpretability path stays sparse spline probe.,125.56923076923077,12.46,0.9767,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,result_libs/apr19-codex-5.3-effort=xhigh/interpretable_regressors_lib/failure/interpretable_regressor_e311b9a_adaptivetabpfntournamentapr18am.py,apr19-codex-5.3-effort=xhigh::e311b9a::AdaptiveTabPFNTournamentApr18am
apr19-codex-5.3-effort=xhigh,b9511e7,TeacherStudentSplineAtlasApr18bh,Validation-blended GBM teacher + ridge student with a compact probe-answer simulation atlas.,131.48461538461538,17.83,1.0,0.6879,1.0,1.0,1.0,1.0,1.0,1.0,0.9230769230769231,0.5769230769230769,0.5769230769230769,0.6153846153846154,0.6538461538461539,0.7777777777777778,result_libs/apr19-codex-5.3-effort=xhigh/interpretable_regressors_lib/failure/interpretable_regressor_b9511e7_teacherstudentsplineatlasapr18bh.py,apr19-codex-5.3-effort=xhigh::b9511e7::TeacherStudentSplineAtlasApr18bh
apr19-codex-5.3-effort=xhigh,d34b7ed,DistilledTreeBlendAtlasApr18aa,"Distilled ensemble with ridge student plus GBM/RF teachers, validation-calibrated nonnegative blending, and a probe-answer simulation atlas.",139.69230769230768,10.48,1.0,0.707,1.0,1.0,1.0,1.0,1.0,1.0,0.9230769230769231,0.5384615384615384,0.6538461538461539,0.7692307692307693,0.6153846153846154,0.7407407407407407,result_libs/apr19-codex-5.3-effort=xhigh/interpretable_regressors_lib/success/interpretable_regressor_d34b7ed_distilledtreeblendatlasapr18aa.py,apr19-codex-5.3-effort=xhigh::d34b7ed::DistilledTreeBlendAtlasApr18aa
apr17-claude-4.7-effort=xhigh,f6566b6,LinearEBMHybrid,"RidgeCV (pure linear display, same format as RidgeCV baseline) + hidden EBM on residuals for rank boost.",140.40769230769232,8.8,0.5349,0.6815,0.8333333333333334,0.5882352941176471,0.5,0.0,1.0,0.3,0.7692307692307693,0.6153846153846154,0.7692307692307693,0.38461538461538464,0.7307692307692307,0.8148148148148148,result_libs/apr17-claude-4.7-effort=xhigh/interpretable_regressors_lib/failure/interpretable_regressor_f6566b6_LinearEBMHybrid.py,apr17-claude-4.7-effort=xhigh::f6566b6::LinearEBMHybrid
apr19-codex-5.3-effort=xhigh,4e9e5e0,CrossFitHistSplineLedgerApr19g,"Custom teacher-student regressor: HistGradientBoosting teacher blended via holdout simplex weights with a sparse handcrafted hinge/interaction student and ridge anchor, plus probe-ledger simulation card.",141.56923076923076,20.06,0.9767,0.5987,1.0,1.0,1.0,0.5,1.0,1.0,0.7692307692307693,0.5,0.5769230769230769,0.5384615384615384,0.4230769230769231,0.7777777777777778,result_libs/apr19-codex-5.3-effort=xhigh/interpretable_regressors_lib/failure/interpretable_regressor_4e9e5e0_crossfithistsplineledgerapr19g.py,apr19-codex-5.3-effort=xhigh::4e9e5e0::CrossFitHistSplineLedgerApr19g
apr20-claude-4.7-effort=medium-rerun4,bd2cbca,HybridGAM_v22,HybridGAM: RF 400/d5 no shrinkage (bigger ensemble than v8 for deeper rank push),149.46153846153845,20.62,0.6744,0.6561,1.0,0.5882352941176471,0.6666666666666666,0.5,1.0,0.6,0.6923076923076923,0.5384615384615384,0.6923076923076923,0.5769230769230769,0.6923076923076923,0.7407407407407407,result_libs/apr20-claude-4.7-effort=medium-rerun4/interpretable_regressors_lib/failure/interpretable_regressor_bd2cbca_HybridGAM_v22.py,apr20-claude-4.7-effort=medium-rerun4::bd2cbca::HybridGAM_v22
apr20-claude-4.7-effort=medium-rerun4,c3a050b,HybridGAM_v23,HybridGAM: RF 150/d6 no shrinkage (tweak depth/trees between v5 and v8),151.27692307692308,20.15,0.6744,0.6624,1.0,0.5882352941176471,0.6666666666666666,0.5,1.0,0.6,0.6923076923076923,0.5384615384615384,0.6923076923076923,0.6153846153846154,0.6923076923076923,0.7407407407407407,result_libs/apr20-claude-4.7-effort=medium-rerun4/interpretable_regressors_lib/failure/interpretable_regressor_c3a050b_HybridGAM_v23.py,apr20-claude-4.7-effort=medium-rerun4::c3a050b::HybridGAM_v23
apr19-codex-5.3-effort=xhigh,61927f0,CrossFittedDualBoostProbeApr18ad,"Validation-calibrated convex blend of GBM + HistGB + ridge student, paired with a compact probe-answer simulation atlas.",152.1076923076923,11.45,0.9767,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,result_libs/apr19-codex-5.3-effort=xhigh/interpretable_regressors_lib/failure/interpretable_regressor_61927f0_CrossFittedDualBoostProbeApr18ad.py,apr19-codex-5.3-effort=xhigh::61927f0::CrossFittedDualBoostProbeApr18ad
apr20-claude-4.7-effort=medium-rerun4,ab34126,HybridGAM_v8,SmartAdditiveGAM display + hidden 200-tree RandomForest depth-5 residual (more diverse),152.52307692307693,21.08,0.6977,0.6624,1.0,0.5882352941176471,0.6666666666666666,0.5,1.0,0.7,0.6923076923076923,0.5384615384615384,0.6923076923076923,0.6153846153846154,0.6923076923076923,0.7407407407407407,result_libs/apr20-claude-4.7-effort=medium-rerun4/interpretable_regressors_lib/failure/interpretable_regressor_ab34126_HybridGAM_v8.py,apr20-claude-4.7-effort=medium-rerun4::ab34126::HybridGAM_v8
apr17-codex-5.3-effort=high,1256a2f,CalibratedSparseHingeStudent_v1,Validation-calibrated HGB/RF/Ridge batch blend with sparse linear-plus-one-hinge distilled single-row equation,153.04615384615386,11.65,0.5814,0.6879,0.6666666666666666,0.35294117647058826,1.0,0.5,1.0,0.6,0.7307692307692307,0.6538461538461539,0.6153846153846154,0.6538461538461539,0.5769230769230769,0.8888888888888888,result_libs/apr17-codex-5.3-effort=high/interpretable_regressors_lib/failure/interpretable_regressor_1256a2f_calibrated_sparse_hinge_student.py,apr17-codex-5.3-effort=high::1256a2f::CalibratedSparseHingeStudent_v1
apr12-codex-5.3-effort=default,baseline,EBM,explainable boosting machine (InterpretML) with 3 outer bags and 1000 max rounds,154.14615384615385,4.32,0.0465,0.4904,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.46153846153846156,0.4230769230769231,0.4230769230769231,0.34615384615384615,0.46153846153846156,0.8148148148148148,,baseline::EBM
apr20-claude-4.7-effort=medium-rerun4,ee04192,HybridGAM_v28,HybridGAM: RF 80/d6 shrunk by 0.8 (gap between v5 and v15),154.2923076923077,21.35,0.6977,0.6561,1.0,0.5882352941176471,0.6666666666666666,0.5,1.0,0.7,0.6923076923076923,0.5384615384615384,0.6923076923076923,0.5384615384615384,0.6923076923076923,0.7777777777777778,result_libs/apr20-claude-4.7-effort=medium-rerun4/interpretable_regressors_lib/failure/interpretable_regressor_ee04192_HybridGAM_v28.py,apr20-claude-4.7-effort=medium-rerun4::ee04192::HybridGAM_v28
apr20-claude-4.7-effort=medium-rerun4,dc861c9,HybridGAM_v5,SmartAdditiveGAM display + hidden 50-tree RandomForest depth-5 residual,155.8,22.02,0.7209,0.6497,1.0,0.6470588235294118,0.6666666666666666,0.5,1.0,0.7,0.6923076923076923,0.5384615384615384,0.6923076923076923,0.5,0.6923076923076923,0.7777777777777778,result_libs/apr20-claude-4.7-effort=medium-rerun4/interpretable_regressors_lib/success/interpretable_regressor_dc861c9_HybridGAM_v5.py,apr20-claude-4.7-effort=medium-rerun4::dc861c9::HybridGAM_v5
apr20-claude-4.7-effort=medium-rerun4,4a949e4,HybridGAM_v10,SmartAdditiveGAM + hidden 80-tree ExtraTrees depth=5 residual (more randomness → diversity),155.80769230769232,23.55,0.7209,0.6369,1.0,0.5882352941176471,0.6666666666666666,1.0,1.0,0.7,0.6923076923076923,0.5384615384615384,0.6923076923076923,0.4230769230769231,0.6923076923076923,0.7777777777777778,result_libs/apr20-claude-4.7-effort=medium-rerun4/interpretable_regressors_lib/failure/interpretable_regressor_4a949e4_HybridGAM_v10.py,apr20-claude-4.7-effort=medium-rerun4::4a949e4::HybridGAM_v10
apr19-codex-5.3-effort=xhigh,7617fb1,TriExpertHoldoutBlendAtlasApr18bk,Validation-gated tri-expert blend: ridge backbone + gradient boosting + histogram gradient boosting with nonnegative holdout weighting and probe-answer simulation atlas.,155.84615384615384,20.28,0.9767,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,result_libs/apr19-codex-5.3-effort=xhigh/interpretable_regressors_lib/failure/interpretable_regressor_7617fb1_triexpertholdoutblendatlasapr18bk.py,apr19-codex-5.3-effort=xhigh::7617fb1::TriExpertHoldoutBlendAtlasApr18bk
apr17-codex-5.3-effort=high,db5c631,TabPFNResidualAuditAtlas_v1,"Dual-path regressor with small-data TabPFN + HGB/Ridge calibrated teacher blend, sparse residual ridge correction, and compact single-row audit atlas with exact prompt-answer map",156.7846153846154,16.31,1.0,0.5987,1.0,1.0,1.0,1.0,1.0,1.0,0.4230769230769231,0.5384615384615384,0.8461538461538461,0.34615384615384615,0.5769230769230769,0.8518518518518519,result_libs/apr17-codex-5.3-effort=high/interpretable_regressors_lib/failure/interpretable_regressor_db5c631_tabpfn_residual_audit_atlas_v1.py,apr17-codex-5.3-effort=high::db5c631::TabPFNResidualAuditAtlas_v1
apr20-claude-4.7-effort=medium-rerun4,477113f,HybridGAM_v16,"HybridGAM: RF 100/d8 residual shrunk by 0.7 (deep trees, moderate weighting)",157.15384615384616,22.0,0.6977,0.6624,1.0,0.5882352941176471,0.6666666666666666,0.5,1.0,0.7,0.6923076923076923,0.5384615384615384,0.6923076923076923,0.5769230769230769,0.6923076923076923,0.7777777777777778,result_libs/apr20-claude-4.7-effort=medium-rerun4/interpretable_regressors_lib/failure/interpretable_regressor_477113f_HybridGAM_v16.py,apr20-claude-4.7-effort=medium-rerun4::477113f::HybridGAM_v16
apr20-claude-4.7-effort=medium-rerun4,075eb72,HybridGAM_v21,HybridGAM: RF 75/d6 residual shrunk by 0.7 (intermediate between v5 and v15),157.83076923076922,23.09,0.7209,0.6433,1.0,0.5882352941176471,0.6666666666666666,1.0,1.0,0.7,0.6923076923076923,0.5384615384615384,0.6923076923076923,0.46153846153846156,0.6923076923076923,0.7777777777777778,result_libs/apr20-claude-4.7-effort=medium-rerun4/interpretable_regressors_lib/failure/interpretable_regressor_075eb72_HybridGAM_v21.py,apr20-claude-4.7-effort=medium-rerun4::075eb72::HybridGAM_v21
apr17-codex-5.3-effort=high,932288c,DisagreementRoutedSimplexAtlas_v2,"Dual-path regressor with disagreement-routed simplex teacher stacking (TabPFN for small-n plus HGB/ExtraTrees/RF/GBR/Ridge), TabPFN fusion gate, affine calibration, residual ridge correction, and compact single-row audit atlas",158.33846153846153,16.82,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,result_libs/apr17-codex-5.3-effort=high/interpretable_regressors_lib/failure/interpretable_regressor_932288c_DisagreementRoutedSimplexAtlas_v2.py,apr17-codex-5.3-effort=high::932288c::DisagreementRoutedSimplexAtlas_v2
apr20-claude-4.7-effort=medium-rerun4,ea54c23,HybridGAM_v6,SmartAdditiveGAM display + hidden 100-tree RandomForest depth-8 residual,158.95384615384614,21.48,0.6047,0.6688,1.0,0.5294117647058824,0.6666666666666666,0.5,1.0,0.4,0.6923076923076923,0.5384615384615384,0.6923076923076923,0.6153846153846154,0.6538461538461539,0.8148148148148148,result_libs/apr20-claude-4.7-effort=medium-rerun4/interpretable_regressors_lib/failure/interpretable_regressor_ea54c23_HybridGAM_v6.py,apr20-claude-4.7-effort=medium-rerun4::ea54c23::HybridGAM_v6
apr20-claude-4.7-effort=medium-rerun4,19b6719,HybridGAM_v7,SmartAdditiveGAM display + hidden 75-tree RandomForest depth-4 residual,160.55384615384617,23.8,0.7209,0.6497,1.0,0.6470588235294118,0.6666666666666666,0.5,1.0,0.7,0.6923076923076923,0.5384615384615384,0.6923076923076923,0.5384615384615384,0.6923076923076923,0.7407407407407407,result_libs/apr20-claude-4.7-effort=medium-rerun4/interpretable_regressors_lib/failure/interpretable_regressor_19b6719_HybridGAM_v7.py,apr20-claude-4.7-effort=medium-rerun4::19b6719::HybridGAM_v7
apr17-codex-5.3-effort=high,4c8b421,DualPathSparseSymbolic_v2,Blended GBM/RF/Ridge batch teacher with sparse forward-selected symbolic single-row equation over linear/square/hinge/interaction terms,163.5,14.14,0.6977,0.7134,1.0,0.47058823529411764,0.8333333333333334,1.0,1.0,0.7,0.8461538461538461,0.15384615384615385,0.8846153846153846,0.8461538461538461,0.8846153846153846,0.6666666666666666,result_libs/apr17-codex-5.3-effort=high/interpretable_regressors_lib/failure/interpretable_regressor_4c8b421_dualpathsparsesymbolic_v2.py,apr17-codex-5.3-effort=high::4c8b421::DualPathSparseSymbolic_v2
apr20-claude-4.7-effort=medium-rerun4,156c349,HybridGAM_v9,SmartAdditiveGAM + hidden 50-tree RF depth=5 residual shrunk by 0.7 (lighter correction → better interp alignment),163.83076923076922,24.92,0.7209,0.6752,1.0,0.6470588235294118,0.6666666666666666,0.5,1.0,0.7,0.6923076923076923,0.5384615384615384,0.6923076923076923,0.6538461538461539,0.6923076923076923,0.7777777777777778,result_libs/apr20-claude-4.7-effort=medium-rerun4/interpretable_regressors_lib/failure/interpretable_regressor_156c349_HybridGAM_v9.py,apr20-claude-4.7-effort=medium-rerun4::156c349::HybridGAM_v9
apr9-claude-effort=medium-main-result,4a7a455,DistilledGAM_EBM,DistilledGAM + hidden EBM on residuals (>10% var threshold),165.52307692307693,5.69,0.5814,0.6752,1.0,0.4117647058823529,0.8333333333333334,0.0,1.0,0.5,0.7692307692307693,0.5769230769230769,0.7307692307692307,0.5,0.6153846153846154,0.8518518518518519,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/failure/interpretable_regressor_4a7a455_distilled_gam_ebm.py,apr9-claude-effort=medium-main-result::4a7a455::DistilledGAM_EBM
apr17-codex-5.3-effort=high,6db7ad4,TeacherStudentCompactDistill_v1,Blended GBM+ridge batch teacher with complexity-penalized compact symbolic student (linear/square/abs/hinge/step/interaction) for single-row simulatability,165.74615384615385,12.22,0.5349,0.6433,1.0,0.29411764705882354,1.0,0.0,1.0,0.4,0.7692307692307693,0.6538461538461539,0.6153846153846154,0.2692307692307692,0.6923076923076923,0.8518518518518519,result_libs/apr17-codex-5.3-effort=high/interpretable_regressors_lib/failure/interpretable_regressor_6db7ad4_teacherstudentcompactdistill.py,apr17-codex-5.3-effort=high::6db7ad4::TeacherStudentCompactDistill_v1
apr19-codex-5.3-effort=xhigh,c795862,TournamentEBMSplineApr18al,"Callsite-gated validation tournament over HistGB/ExtraTrees/GBM/EBM/ridge-linear with narrow top-band blending, paired with sparse spline probe card.",165.75384615384615,14.14,0.9535,0.0,1.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,result_libs/apr19-codex-5.3-effort=xhigh/interpretable_regressors_lib/failure/interpretable_regressor_c795862_tournamentebmsplineapr18al.py,apr19-codex-5.3-effort=xhigh::c795862::TournamentEBMSplineApr18al
apr19-codex-5.3-effort=xhigh,37ab098,AdaptiveTriTeacherProbeApr18aj,"Callsite-gated custom performance blend (HistGB + ExtraTrees + GBM + ridge-linear) with validation-calibrated nonnegative weights, paired with a sparse hinge/square/interaction spline simulation card.",167.41538461538462,13.6,0.9535,0.0,1.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,result_libs/apr19-codex-5.3-effort=xhigh/interpretable_regressors_lib/failure/interpretable_regressor_37ab098_adaptivetriteacherprobeapr18aj.py,apr19-codex-5.3-effort=xhigh::37ab098::AdaptiveTriTeacherProbeApr18aj
apr20-claude-4.7-effort=medium-rerun4,1ca6914,HybridGAM_v15,HybridGAM: RF 100/d8 residual shrunk by 0.5 (deep trees but half-weighted),169.96923076923076,26.02,0.7442,0.6624,1.0,0.5882352941176471,0.8333333333333334,0.5,1.0,0.8,0.6923076923076923,0.5384615384615384,0.6923076923076923,0.5769230769230769,0.6923076923076923,0.7777777777777778,result_libs/apr20-claude-4.7-effort=medium-rerun4/interpretable_regressors_lib/success/interpretable_regressor_1ca6914_HybridGAM_v15.py,apr20-claude-4.7-effort=medium-rerun4::1ca6914::HybridGAM_v15
apr20-claude-4.7-effort=medium-rerun4,49b372b,HybridGAM_v2,SmartAdditiveGAM display + hidden 60-tree depth-3 residual GBM (lr=0.05),170.19230769230768,25.29,0.6977,0.6561,1.0,0.5882352941176471,0.6666666666666666,1.0,1.0,0.6,0.6923076923076923,0.5384615384615384,0.6538461538461539,0.5769230769230769,0.6923076923076923,0.7777777777777778,result_libs/apr20-claude-4.7-effort=medium-rerun4/interpretable_regressors_lib/success/interpretable_regressor_49b372b_HybridGAM_v2.py,apr20-claude-4.7-effort=medium-rerun4::49b372b::HybridGAM_v2
apr17-codex-5.3-effort=high,48c1b7a,ValGatedTeacherAuditAtlas_v1,"Dual-path regressor with validation-gated multi-teacher batch ensemble (HGB/RF/GBM/Ridge, optional TabPFN) plus distilled compact linear single-row audit atlas and explicit prompt-answer map",170.57692307692307,15.06,1.0,0.6497,1.0,1.0,1.0,1.0,1.0,1.0,0.4230769230769231,0.6538461538461539,0.8846153846153846,0.46153846153846156,0.5769230769230769,0.8888888888888888,result_libs/apr17-codex-5.3-effort=high/interpretable_regressors_lib/success/interpretable_regressor_48c1b7a_val_gated_teacher_audit_atlas_v1.py,apr17-codex-5.3-effort=high::48c1b7a::ValGatedTeacherAuditAtlas_v1
apr20-claude-4.7-effort=medium-rerun4,35d6c02,HybridGAM_v14,HybridGAM v5 variant: RF 50/d5 residual with max_features=sqrt (more diverse trees),170.57692307692307,26.48,0.7209,0.6561,1.0,0.5882352941176471,0.8333333333333334,0.5,1.0,0.7,0.6923076923076923,0.5384615384615384,0.6923076923076923,0.5384615384615384,0.6923076923076923,0.7777777777777778,result_libs/apr20-claude-4.7-effort=medium-rerun4/interpretable_regressors_lib/failure/interpretable_regressor_35d6c02_HybridGAM_v14.py,apr20-claude-4.7-effort=medium-rerun4::35d6c02::HybridGAM_v14
apr20-claude-4.7-effort=medium-rerun4,bc87f4a,HybridGAM_v3,SmartAdditiveGAM display + hidden 100-tree depth-3 residual GBM (lr=0.05),171.93076923076924,24.43,0.6512,0.6561,1.0,0.5294117647058824,0.6666666666666666,0.5,1.0,0.6,0.6923076923076923,0.5384615384615384,0.6153846153846154,0.6153846153846154,0.6923076923076923,0.7777777777777778,result_libs/apr20-claude-4.7-effort=medium-rerun4/interpretable_regressors_lib/failure/interpretable_regressor_bc87f4a_HybridGAM_v3.py,apr20-claude-4.7-effort=medium-rerun4::bc87f4a::HybridGAM_v3
apr20-claude-4.7-effort=medium-rerun4,6c82f5b,HybridGAM_v12,SmartAdditiveGAM + hidden 100-tree depth=3 GBM residual (lr=0.05),171.93076923076924,25.43,0.6512,0.6561,1.0,0.5294117647058824,0.6666666666666666,0.5,1.0,0.6,0.6923076923076923,0.5384615384615384,0.6153846153846154,0.6153846153846154,0.6923076923076923,0.7777777777777778,result_libs/apr20-claude-4.7-effort=medium-rerun4/interpretable_regressors_lib/failure/interpretable_regressor_6c82f5b_HybridGAM_v12.py,apr20-claude-4.7-effort=medium-rerun4::6c82f5b::HybridGAM_v12
apr20-claude-4.7-effort=medium-rerun4,f262c7a,HybridGAM_v20,HybridGAM: GBM 200/d4 lr=0.05 residual shrunk by 0.6 (GBM may be more precise than RF),172.24615384615385,25.17,0.6977,0.6752,1.0,0.5882352941176471,0.6666666666666666,0.5,1.0,0.7,0.6923076923076923,0.5384615384615384,0.6923076923076923,0.6538461538461539,0.6923076923076923,0.7777777777777778,result_libs/apr20-claude-4.7-effort=medium-rerun4/interpretable_regressors_lib/failure/interpretable_regressor_f262c7a_HybridGAM_v20.py,apr20-claude-4.7-effort=medium-rerun4::f262c7a::HybridGAM_v20
